instance,algorithm,variant,K,N,M,time_seconds,cost,num_influencers,covered_count,success,stdout_snippet
ninstance_839.txt,fb,macro,5,100,25,0.057207,3136,6,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Fuerza Bruta:
Influencers usados: 0 1 3 4 6 14
Costo total: 3136"
ninstance_839.txt,fb,macro,10,100,25,0.010666,3295,5,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Fuerza Bruta:
Influencers usados: 0 1 2 3 4
Costo total: 3295"
ninstance_839.txt,bt,todos,,100,25,4.965901,1206,20,100,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Backtracking:
Influencers usados: 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24
Costo total: 1206"
ninstance_839.txt,bt,micro,5,100,25,0.005809,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_839.txt,bt,micro,10,100,25,0.583714,1206,20,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Backtracking:
Influencers usados: 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19
Costo total: 1206"
ninstance_839.txt,bt,macro,5,100,25,0.037921,3136,6,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Backtracking:
Influencers usados: 0 1 3 4 6 14
Costo total: 3136"
ninstance_839.txt,bt,macro,10,100,25,0.005207,3295,5,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Backtracking:
Influencers usados: 0 1 2 3 4
Costo total: 3295"
ninstance_841.txt,fb,todos,,25,15,0.016351,351,8,25,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Fuerza Bruta:
Influencers usados: 0 4 6 7 9 11 13 14
Costo total: 351"
ninstance_841.txt,fb,micro,5,25,15,0.005640,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_841.txt,fb,micro,10,25,15,0.012027,351,8,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Fuerza Bruta:
Influencers usados: 0 2 4 5 7 9 11 12
Costo total: 351"
ninstance_841.txt,fb,macro,5,25,15,0.005374,695,3,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Fuerza Bruta:
Influencers usados: 0 1 2
Costo total: 695"
ninstance_841.txt,fb,macro,10,25,15,0.004991,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_841.txt,bt,todos,,25,15,0.011967,351,8,25,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Backtracking:
Influencers usados: 0 4 6 7 9 11 13 14
Costo total: 351"
ninstance_841.txt,bt,micro,5,25,15,0.007848,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_841.txt,bt,micro,10,25,15,0.011123,351,8,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Backtracking:
Influencers usados: 0 2 4 5 7 9 11 12
Costo total: 351"
ninstance_841.txt,bt,macro,5,25,15,0.005104,695,3,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Backtracking:
Influencers usados: 0 1 2
Costo total: 695"
ninstance_841.txt,bt,macro,10,25,15,0.005704,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_842.txt,fb,todos,,25,15,0.034489,309,8,25,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Fuerza Bruta:
Influencers usados: 0 1 5 7 9 10 13 14
Costo total: 309"
ninstance_842.txt,fb,micro,5,25,15,0.008426,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_842.txt,fb,micro,10,25,15,0.035110,309,8,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Fuerza Bruta:
Influencers usados: 0 1 5 7 9 10 13 14
Costo total: 309"
ninstance_842.txt,fb,macro,5,25,15,0.005610,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_842.txt,fb,macro,10,25,15,0.006724,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_842.txt,bt,todos,,25,15,0.028526,309,8,25,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Backtracking:
Influencers usados: 0 1 5 7 9 10 13 14
Costo total: 309"
ninstance_842.txt,bt,micro,5,25,15,0.007299,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_842.txt,bt,micro,10,25,15,0.029711,309,8,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Backtracking:
Influencers usados: 0 1 5 7 9 10 13 14
Costo total: 309"
ninstance_842.txt,bt,macro,5,25,15,0.005006,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_842.txt,bt,macro,10,25,15,0.005570,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_847.txt,fb,todos,,50,20,0.632370,409,7,50,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Fuerza Bruta:
Influencers usados: 0 1 3 8 10 15 19
Costo total: 409"
ninstance_847.txt,fb,micro,5,50,20,0.006387,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_847.txt,fb,micro,10,50,20,0.060734,521,14,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Fuerza Bruta:
Influencers usados: 0 1 2 4 5 6 8 9 10 11 12 13 14 15
Costo total: 521"
ninstance_847.txt,fb,macro,5,50,20,0.005874,472,4,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Fuerza Bruta:
Influencers usados: 0 1 2 3
Costo total: 472"
ninstance_847.txt,fb,macro,10,50,20,0.005494,472,4,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Fuerza Bruta:
Influencers usados: 0 1 2 3
Costo total: 472"
ninstance_847.txt,bt,todos,,50,20,0.600582,409,7,50,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Backtracking:
Influencers usados: 0 1 3 8 10 15 19
Costo total: 409"
ninstance_847.txt,bt,micro,5,50,20,0.006313,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_847.txt,bt,micro,10,50,20,0.043658,521,14,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Backtracking:
Influencers usados: 0 1 2 4 5 6 8 9 10 11 12 13 14 15
Costo total: 521"
ninstance_847.txt,bt,macro,5,50,20,0.005811,472,4,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Backtracking:
Influencers usados: 0 1 2 3
Costo total: 472"
ninstance_847.txt,bt,macro,10,50,20,0.005142,472,4,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Backtracking:
Influencers usados: 0 1 2 3
Costo total: 472"
ninstance_851.txt,fb,todos,,150,20,0.358410,2332,16,150,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Fuerza Bruta:
Influencers usados: 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19
Costo total: 2332"
ninstance_851.txt,fb,micro,5,150,20,0.005139,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_851.txt,fb,micro,10,150,20,0.005033,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_851.txt,fb,macro,5,150,20,0.295995,2483,17,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Fuerza Bruta:
Influencers usados: 0 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18
Costo total: 2483"
ninstance_851.txt,fb,macro,10,150,20,0.008478,6178,4,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Fuerza Bruta:
Influencers usados: 0 1 2 3
Costo total: 6178"
ninstance_851.txt,bt,todos,,150,20,0.321599,2332,16,150,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Backtracking:
Influencers usados: 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19
Costo total: 2332"
ninstance_851.txt,bt,micro,5,150,20,0.005108,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_851.txt,bt,micro,10,150,20,0.005277,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_851.txt,bt,macro,5,150,20,0.223449,2483,17,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Backtracking:
Influencers usados: 0 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18
Costo total: 2483"
ninstance_851.txt,bt,macro,10,150,20,0.007402,6178,4,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Backtracking:
Influencers usados: 0 1 2 3
Costo total: 6178"
ninstance_854.txt,fb,todos,,25,20,0.297304,218,7,25,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Fuerza Bruta:
Influencers usados: 1 2 4 8 10 16 17
Costo total: 218"
ninstance_854.txt,fb,micro,5,25,20,0.033765,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_854.txt,fb,micro,10,25,20,0.300012,218,7,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Fuerza Bruta:
Influencers usados: 1 2 4 8 10 16 17
Costo total: 218"
ninstance_854.txt,fb,macro,5,25,20,0.005449,237,4,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Fuerza Bruta:
Influencers usados: 0 1 2 3
Costo total: 237"
ninstance_854.txt,fb,macro,10,25,20,0.005867,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_854.txt,bt,todos,,25,20,0.286138,218,7,25,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Backtracking:
Influencers usados: 1 2 4 8 10 16 17
Costo total: 218"
ninstance_854.txt,bt,micro,5,25,20,0.023721,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_854.txt,bt,micro,10,25,20,0.310043,218,7,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Backtracking:
Influencers usados: 1 2 4 8 10 16 17
Costo total: 218"
ninstance_854.txt,bt,macro,5,25,20,0.005309,237,4,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Backtracking:
Influencers usados: 0 1 2 3
Costo total: 237"
ninstance_854.txt,bt,macro,10,25,20,0.006167,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_862.txt,fb,todos,,25,10,0.005632,165,2,25,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Fuerza Bruta:
Influencers usados: 0 1
Costo total: 165"
ninstance_862.txt,fb,micro,5,25,10,0.005127,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_862.txt,fb,micro,10,25,10,0.005185,383,7,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Fuerza Bruta:
Influencers usados: 0 1 3 4 5 6 7
Costo total: 383"
ninstance_862.txt,fb,macro,5,25,10,0.005630,165,2,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Fuerza Bruta:
Influencers usados: 0 1
Costo total: 165"
ninstance_862.txt,fb,macro,10,25,10,0.005003,165,2,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Fuerza Bruta:
Influencers usados: 0 1
Costo total: 165"
ninstance_862.txt,bt,todos,,25,10,0.005611,165,2,25,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Backtracking:
Influencers usados: 0 1
Costo total: 165"
ninstance_862.txt,bt,micro,5,25,10,0.004921,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_862.txt,bt,micro,10,25,10,0.005508,383,7,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Backtracking:
Influencers usados: 0 1 3 4 5 6 7
Costo total: 383"
ninstance_862.txt,bt,macro,5,25,10,0.007336,165,2,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Backtracking:
Influencers usados: 0 1
Costo total: 165"
ninstance_862.txt,bt,macro,10,25,10,0.005051,165,2,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Backtracking:
Influencers usados: 0 1
Costo total: 165"
ninstance_867.txt,fb,todos,,25,15,0.020107,211,8,25,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Fuerza Bruta:
Influencers usados: 0 4 5 6 7 8 10 14
Costo total: 211"
ninstance_867.txt,fb,micro,5,25,15,0.012502,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_867.txt,fb,micro,10,25,15,0.012841,211,8,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Fuerza Bruta:
Influencers usados: 0 2 3 4 5 6 8 12
Costo total: 211"
ninstance_867.txt,fb,macro,5,25,15,0.005316,345,3,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Fuerza Bruta:
Influencers usados: 0 1 2
Costo total: 345"
ninstance_867.txt,fb,macro,10,25,15,0.005046,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_867.txt,bt,todos,,25,15,0.017257,211,8,25,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Backtracking:
Influencers usados: 0 4 5 6 7 8 10 14
Costo total: 211"
ninstance_867.txt,bt,micro,5,25,15,0.005292,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_867.txt,bt,micro,10,25,15,0.012060,211,8,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Backtracking:
Influencers usados: 0 2 3 4 5 6 8 12
Costo total: 211"
ninstance_867.txt,bt,macro,5,25,15,0.005405,345,3,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Backtracking:
Influencers usados: 0 1 2
Costo total: 345"
ninstance_867.txt,bt,macro,10,25,15,0.005165,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_870.txt,fb,todos,,150,10,0.008858,973,2,150,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Fuerza Bruta:
Influencers usados: 0 1
Costo total: 973"
ninstance_870.txt,fb,micro,5,150,10,0.006019,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_870.txt,fb,micro,10,150,10,0.005523,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_870.txt,fb,macro,5,150,10,0.007813,973,2,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Fuerza Bruta:
Influencers usados: 0 1
Costo total: 973"
ninstance_870.txt,fb,macro,10,150,10,0.006821,973,2,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Fuerza Bruta:
Influencers usados: 0 1
Costo total: 973"
ninstance_870.txt,bt,todos,,150,10,0.005921,973,2,150,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Backtracking:
Influencers usados: 0 1
Costo total: 973"
ninstance_870.txt,bt,micro,5,150,10,0.004745,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_870.txt,bt,micro,10,150,10,0.007816,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_870.txt,bt,macro,5,150,10,0.005997,973,2,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Backtracking:
Influencers usados: 0 1
Costo total: 973"
ninstance_870.txt,bt,macro,10,150,10,0.006361,973,2,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Backtracking:
Influencers usados: 0 1
Costo total: 973"
ninstance_873.txt,fb,todos,,100,20,0.548889,752,16,100,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Fuerza Bruta:
Influencers usados: 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19
Costo total: 752"
ninstance_873.txt,fb,micro,5,100,20,0.005122,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_873.txt,fb,micro,10,100,20,0.035173,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_873.txt,fb,macro,5,100,20,0.013273,1047,4,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Fuerza Bruta:
Influencers usados: 0 1 2 3
Costo total: 1047"
ninstance_873.txt,fb,macro,10,100,20,0.006113,1047,4,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Fuerza Bruta:
Influencers usados: 0 1 2 3
Costo total: 1047"
ninstance_873.txt,bt,todos,,100,20,0.527524,752,16,100,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Backtracking:
Influencers usados: 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19
Costo total: 752"
ninstance_873.txt,bt,micro,5,100,20,0.005028,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_873.txt,bt,micro,10,100,20,0.022460,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_873.txt,bt,macro,5,100,20,0.009295,1047,4,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Backtracking:
Influencers usados: 0 1 2 3
Costo total: 1047"
ninstance_873.txt,bt,macro,10,100,20,0.005412,1047,4,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Backtracking:
Influencers usados: 0 1 2 3
Costo total: 1047"
ninstance_882.txt,fb,todos,,100,20,0.681913,728,12,100,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Fuerza Bruta:
Influencers usados: 1 2 3 4 5 6 8 12 13 15 16 19
Costo total: 728"
ninstance_882.txt,fb,micro,5,100,20,0.004974,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_882.txt,fb,micro,10,100,20,0.018297,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_882.txt,fb,macro,5,100,20,0.108231,757,4,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Fuerza Bruta:
Influencers usados: 0 1 2 3
Costo total: 757"
ninstance_882.txt,fb,macro,10,100,20,0.005321,757,4,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Fuerza Bruta:
Influencers usados: 0 1 2 3
Costo total: 757"
ninstance_882.txt,bt,todos,,100,20,0.623910,728,12,100,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Backtracking:
Influencers usados: 1 2 3 4 5 6 8 12 13 15 16 19
Costo total: 728"
ninstance_882.txt,bt,micro,5,100,20,0.006479,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_882.txt,bt,micro,10,100,20,0.026956,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_882.txt,bt,macro,5,100,20,0.067307,757,4,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Backtracking:
Influencers usados: 0 1 2 3
Costo total: 757"
ninstance_882.txt,bt,macro,10,100,20,0.005927,757,4,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Backtracking:
Influencers usados: 0 1 2 3
Costo total: 757"
ninstance_888.txt,fb,todos,,100,20,0.253404,1520,16,100,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Fuerza Bruta:
Influencers usados: 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19
Costo total: 1520"
ninstance_888.txt,fb,micro,5,100,20,0.005029,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_888.txt,fb,micro,10,100,20,0.011784,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_888.txt,fb,macro,5,100,20,0.031416,3986,4,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Fuerza Bruta:
Influencers usados: 0 1 2 3
Costo total: 3986"
ninstance_888.txt,fb,macro,10,100,20,0.005395,3986,4,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Fuerza Bruta:
Influencers usados: 0 1 2 3
Costo total: 3986"
ninstance_888.txt,bt,todos,,100,20,0.238607,1520,16,100,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Backtracking:
Influencers usados: 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19
Costo total: 1520"
ninstance_888.txt,bt,micro,5,100,20,0.005103,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_888.txt,bt,micro,10,100,20,0.009186,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_888.txt,bt,macro,5,100,20,0.020952,3986,4,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Backtracking:
Influencers usados: 0 1 2 3
Costo total: 3986"
ninstance_888.txt,bt,macro,10,100,20,0.005628,3986,4,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Backtracking:
Influencers usados: 0 1 2 3
Costo total: 3986"
ninstance_900.txt,fb,todos,,100,10,0.006769,214,2,100,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Fuerza Bruta:
Influencers usados: 0 1
Costo total: 214"
ninstance_900.txt,fb,micro,5,100,10,0.005269,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_900.txt,fb,micro,10,100,10,0.005641,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
